Brand,Series,Model,Price
Volkswagen,Golf,1.2 TSi Comfortline,865000
Opel,Corsa,1.4 Essentia,555000
Renault,Clio,1.2 Joy,545000
Renault,Megane,1.6 Touch Plus,695000
Volkswagen,Jetta,1.2 TSi Comfortline,930000
Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,950000
Toyota,Corolla,1.33 Life,750000
Volkswagen,Polo,1.2 TSi Lounge,799750
Ford,Fiesta,1.25 Trend X,650000
Seat,Ibiza,1.2 TSI Style,701000
BMW,3 Serisi,320i ED Luxury Line Plus,1230000
Seat,Ibiza,1.4 Reference,650000
Mercedes - Benz,A,A 180 BlueEFFICIENCY AMG Sport,1320000
Renault,Clio,1.2 Joy,625000
Opel,Corsa,1.4 Enjoy,710000
Hyundai,i20,1.2 MPI Style,670000
Citroen,C4,1.2 PureTech Exclusive,785000
Toyota,Corolla,1.6 Advance,960000
BMW,3 Serisi,316i Comfort,1329000
Fiat,Linea,1.4 Fire Pop,525000
Renault,Clio,1.5 dCi Icon,730000
Seat,Leon,1.2 TSI Style,755000
Opel,Astra,1.4 T Enjoy Active,789000
Kia,Rio,1.25 CVVT Concept,625000
Mercedes - Benz,C,C 200 BlueEFFICIENCY Fascination,2959500
Volkswagen,Golf,1.4 TSi Highline,955000
Skoda,Rapid,1.4 TDI Style,849750
Opel,Astra,1.4 T Sport,850000
Renault,Fluence,1.5 dCi Touch,755000
Toyota,Corolla,1.33 Life,719000
Toyota,Corolla,1.4 D-4D Advance,870000
Renault,Clio,1.2 Icon,655000
Honda,Jazz,1.3 Elegance,790000
Ford,Focus,1.6 Ti-VCT Trend X,819000
Toyota,Corolla,1.33 Life,685000
Fiat,Egea,1.6 Multijet Lounge,720000
Peugeot,208,1.2 PureTech Access,550000
Hyundai,i10,1.0 D-CVVT Style,647750
Skoda,Rapid,1.6 TDI Spaceback Style,699000
Volkswagen,Golf,1.2 TSi Comfortline,960000
Volvo,V40,1.6 D Premium,1039750
Hyundai,i30,1.6 CRDi Elite,840000
Renault,Symbol,1.5 dCi Joy,575000
BMW,1 Serisi,118i Joy Plus,1080000
Seat,Ibiza,1.4 Style,610000
Nissan,Micra,1.2 Street,570000
Hyundai,i10,1.0 D-CVVT Style,635000
Volkswagen,Passat,1.6 TDi BlueMotion Highline,2140000
Volkswagen,Passat,1.6 TDi BlueMotion Trendline,1265000
Volkswagen,New Beetle,1.2 TSi Design,950000
Volkswagen,Polo,1.4 TDi Comfortline,850000
Peugeot,508,1.6 e-HDi Access,990000
Hyundai,i10,1.0 D-CVVT Style,660000
Renault,Clio,1.5 dCi Icon,665000
Citroen,C4,1.2 PureTech Exclusive,799000
Hyundai,i20,1.4 MPI Elite,775000
Volkswagen,Passat,1.4 TSi BlueMotion Trendline,980000
Citroen,C-Elysee,1.6 HDi Exclusive,656000
Opel,Insignia,1.6 T Cosmo,1030000
BMW,3 Serisi,320i ED Modern Line Plus,1345000
Fiat,Egea,1.6 Multijet Lounge,715000
Toyota,Yaris,1.33 Style Red Skypack,830000
Kia,Ceed,1.6 CRDi Comfort,810000
Honda,Civic,1.6 i-VTEC Dream,790000
Ford,Focus,1.6 TDCi Style,799900
Mercedes - Benz,B,B 180 BlueEFFICIENCY Elite,1235000
Renault,Clio,1.2 Icon,630000
Citroen,C-Elysee,1.6 HDi Exclusive,630000
Hyundai,Accent Blue,1.4 D-CVVT Mode Plus,670000
MINI,Cooper,1.5 D Chili,985000
Volkswagen,Polo,1.2 TSi Comfortline,815000
Hyundai,i20,1.4 CRDi Style,700000
Peugeot,208,1.2 PureTech Active,690000
Toyota,Corolla,1.33 Life,760000
Citroen,C3,1.2 VTi Cool,650000
Volkswagen,Polo,1.2 TSi Comfortline,828250
Opel,Astra,1.6 Edition,690000
BMW,4 Serisi,420d M Sport,2688900
Toyota,Yaris,1.33 Cool Skypack,680000
Seat,Leon,1.4 EcoTSI FR,1300000
Seat,Ibiza,1.4 Style,690000
Toyota,Yaris,1.0 Life,625000
Volkswagen,Golf,1.2 TSi Comfortline,885000
Volkswagen,Golf,1.2 TSi Midline Plus,850000
Hyundai,i20,1.4 MPI Jump,645000
Opel,Astra,1.6 Edition,699000
Peugeot,208,1.4 HDi Active,680000
Dacia,Sandero,1.5 dCi Stepway,650000
Maserati,Ghibli,3.0,4200000
Opel,Astra,1.6 CDTI Business,795000
Toyota,Corolla,1.6 Premium,879000
BMW,4 Serisi,418i Gran Coupe M Sport,1749000
BMW,4 Serisi,418i Gran Coupe Sport Line,1529000
Dacia,Sandero,1.5 dCi Stepway,599950
Hyundai,i20,1.4 MPI Style,767000
Toyota,Corolla,1.33 Life,688000
Citroen,C-Elysee,1.6 HDi Exclusive,640000
Opel,Astra,1.6 Edition,670000
Renault,Symbol,1.5 dCi Touch,670000
Fiat,Linea,1.3 Multijet Lounge,600750
Hyundai,Accent Blue,1.4 D-CVVT Mode Plus,680000
Lamborghini,Huracan,LP 610-4,21400000
Peugeot,308,1.2 VTi Allure,865000
Dacia,Sandero,1.5 dCi Stepway,659900
Skoda,Fabia,1.2 TSI Ambition,648500
Dacia,Sandero,1.5 dCi Stepway,619950
Renault,Clio,1.5 dCi Joy,635000
Mazda,3,1.5 SkyActive-G Power,810000
Hyundai,i20,1.2 MPI Elite,669000
Audi,A3,A3 Cabrio 1.4 TFSI Ambiente,1500000
Renault,Clio,1.2 Joy,550000
Opel,Corsa,1.4 Enjoy,950000
Renault,Symbol,1.2 Touch,540000
Toyota,Auris,1.33 Life,759000
Renault,Symbol,1.2 Joy,550000
Renault,Fluence,1.5 dCi Icon,765000
Kia,Picanto,1.25 EX,625000
Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,879900
Renault,Symbol,1.2 Joy,599000
Renault,Fluence,1.5 dCi Icon,760000
Renault,Megane,1.5 dCi Touch Plus,730000
Hyundai,i20,1.2 MPI Style,735000
Volkswagen,Polo,1.2 TSi Comfortline,700000
Opel,Astra,1.6 Edition,695000
Hyundai,i30,1.6 GDi Elite,915000
Skoda,Rapid,1.6 TDI Elegance,795000
Mercedes - Benz,A,A 180 d AMG,1175000
Fiat,500 Ailesi,500L 1.3 Mjet Lounge,795000
Peugeot,301,1.6 HDi Allure,665000
Toyota,Auris,1.6 Advance Skypack,890000
Hyundai,i20,1.4 MPI Jump,725000
Ford,Focus,1.6 Ti-VCT Titanium,905950
Hyundai,i30,1.6 CRDi Elite,925000
Dacia,Sandero,1.5 dCi Stepway,710000
Ford,Focus,1.6 Ti-VCT Trend X,879000
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,1370000
Citroen,C1,1.0 VTi Shine,570000
Opel,Astra,1.6 CDTI Sport,645000
Renault,Megane,1.6 Touch Plus,728000
Mercedes - Benz,C,C 200 d BlueTEC AMG,1875000
Volkswagen,Polo,1.2 TSi Comfortline,715000
Peugeot,208,1.4 HDi Access,605000
Renault,Symbol,1.2 Joy,514000
Renault,Fluence,1.5 dCi Icon,895000
Opel,Astra,1.4 T Dynamic,825000
Toyota,Corolla,1.33 Life,732000
Renault,Clio,1.2 Joy,580000
Opel,Astra,1.6 CDTI Enjoy,690000
Seat,Leon,1.2 TSI Style,770000
Honda,Civic,1.6 i-VTEC ECO Elegance,860000
Opel,Astra,1.6 Edition,725000
Volkswagen,Polo,1.2 TSi Comfortline,750000
Nissan,Micra,1.2 Match,685750
Mercedes - Benz,CLA,200 AMG,1450000
Volkswagen,Jetta,1.6 TDi Comfortline,915000
Renault,Clio,1.2 Joy,580000
Toyota,Corolla,1.4 D-4D Advance,837500
Renault,Clio,1.2 Joy,650000
Peugeot,208,1.0 VTi Access,488500
BMW,1 Serisi,116i Comfort,1080000
Toyota,Auris,1.4 D-4D Active,820000
Opel,Astra,1.6 Edition,725000
Audi,A4,A4 Sedan 1.4 TFSI Design,1450000
BMW,1 Serisi,116d Joy Plus,1095000
Renault,Clio,1.2 Joy,575000
Volkswagen,Polo,1.2 TSi Comfortline,830000
Volkswagen,Polo,1.2 TSi Comfortline,850000
Hyundai,i20,1.4 MPI Elite,750000
Volkswagen,Golf,1.2 TSi Midline Plus,835000
Audi,A4,A4 Sedan 2.0 TDI,1800000
Opel,Astra,1.6 Business,710000
BMW,1 Serisi,118i Sport Plus,1300000
Dacia,Sandero,1.5 dCi Stepway,640000
Volkswagen,Jetta,1.4 TSi BlueMotion Comfortline,885000
Ford,Fiesta,1.25 Trend X,680000
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,1230000
Ford,Focus,1.6 Ti-VCT Titanium,910000
Volkswagen,Golf,1.2 TSi Comfortline,925000
Audi,A3,A3 Sportback 1.6 TDI Ambiente,1304000
Kia,Ceed,1.6 CRDi Premium,950000
Citroen,C4,1.6 BlueHDi Confort,784000
Volkswagen,Golf,1.2 TSi Comfortline,760000
Ford,Focus,1.6 TDCi Trend X,890000
Toyota,Corolla,1.33 Life,718000
Ford,Focus,1.6 Ti-VCT Trend X,910000
Opel,Astra,1.4 T Enjoy Active,780000
Audi,A3,A3 Sedan 1.6 TDI Attraction,1299000
Mercedes - Benz,CLA,180 CDI Style,1450000
Hyundai,i20,1.4 MPI Elite,755000
Skoda,Rapid,1.2 TSI Spaceback Ambition,750000
Opel,Astra,1.6 Edition,689999
Toyota,Corolla,1.4 D-4D Touch,840000
Skoda,SuperB,1.6 TDI Prestige,1220000
Volvo,S60,1.6 D R-Design,1025000
Toyota,Yaris,1.33 Fun Special,770000
Renault,Fluence,1.5 dCi Touch,765000
Opel,Corsa,1.4 Color Edition,727000
Opel,Astra,1.6 CDTI Enjoy,835000
Ford,Focus,1.6 Trend X,875000
Volkswagen,Scirocco,1.4 TSi Sportline,1150000
Hyundai,i20,1.4 MPI Elite,800000
Alfa Romeo,Giulietta,1.6 JTD Distinctive,699999
Nissan,Micra,1.2 Match,629000
Hyundai,i30,1.6 GDi Style,685000
Renault,Clio,1.2 Turbo Icon,786000
BMW,3 Serisi,318i Joy,1360000
Toyota,Corolla,1.33 Life,730000
Hyundai,i20,1.4 CRDi Style,550000
Toyota,Corolla,1.4 D-4D Advance,890000
Opel,Corsa,1.3 CDTI Essentia,735000
Volkswagen,Jetta,1.2 TSi Highline,899000
Opel,Astra,1.4 T Sport,880000
Fiat,Linea,1.3 Multijet Active Plus,609000
Toyota,Corolla,1.33 Life,750000
Honda,Civic,1.6 i-VTEC ECO Elegance,860000
Fiat,Linea,1.3 Multijet Lounge,680000
Opel,Insignia,1.6 CDTI Edition Elegance,990000
Opel,Corsa,1.4 Color Edition,680000
Toyota,Corolla,1.33 Life,755000
Volkswagen,Golf,1.2 TSi Comfortline,860000
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,1260000
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,1250000
Ford,Fiesta,1.6 Ti-VCT Trend X,749000
BMW,3 Serisi,320i ED Sport Line,1550000
Skoda,SuperB,1.6 TDI Style,1245000
Volkswagen,Jetta,1.2 TSi Comfortline,980000
Volkswagen,Polo,1.2 TSi Comfortline,800000
Toyota,Auris,1.33 Life,700000
Volkswagen,Golf,1.4 TSi Comfortline,880000
Fiat,Linea,1.3 Multijet Pop,559000
Volkswagen,Polo,1.2 TSi Comfortline,775000
Fiat,Linea,1.3 Multijet Lounge,655000
Skoda,Rapid,1.6 TDI Spaceback Style,765000
Seat,Ibiza,1.4 Style,630000
Seat,Leon,1.6 TDI Style,827000
Nissan,Micra,1.2 Match,628000
Renault,Symbol,1.2 Joy,510000
Honda,Civic,1.6 i-VTEC Premium,795000
Renault,Fluence,1.5 dCi Icon,800000
Seat,Ibiza,1.4 Style,678750
Kia,Rio,1.25 CVVT Comfort,595000
Ford,Focus,1.6 Ti-VCT Trend X,850000
Ford,B-Max,1.5 TDCi Trend,635000
Fiat,Linea,1.3 Multijet Pop,595000
Renault,Clio,1.2 Joy,560000
Renault,Symbol,1.2 Joy,535000
Dacia,Sandero,1.5 dCi Stepway,650000
Hyundai,Accent Blue,1.6 CRDI Mode Plus,750000
Opel,Astra,1.4 T Sport,765000
Hyundai,i20,1.4 MPI Elite,675000
Hyundai,i20,1.4 MPI Elite,805000
Renault,Clio,1.2 Joy,625000
Hyundai,i20,1.4 MPI Elite Smart,705000
Volkswagen,Jetta,1.4 TSi BlueMotion Comfortline,915000
Ford,Fiesta,1.25 Trend X,705000
Hyundai,i20,1.4 MPI Elite,745000
Ford,Fiesta,1.6 Ti-VCT Titanium,650000
Fiat,Linea,1.4 Fire Pop,520000
BMW,4 Serisi,418i Gran Coupe Sport Line,1470000
Volkswagen,Golf,1.4 TSi Comfortline,935000
Toyota,Corolla,1.33 Life,750000
Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,1200000
Seat,Leon,1.4 EcoTSI FR,1050000
Hyundai,i20,1.2 MPI Style,620000
Hyundai,i30,1.6 CRDi Elite,850000
Toyota,Auris,1.4 D-4D Advance,815000
Seat,Leon,1.4 TSI FR,805000
Volkswagen,Jetta,1.6 TDi Comfortline,1150005
Renault,Clio,1.5 dCi SportTourer Icon,776000
Toyota,Corolla,1.33 Life,745000
Mercedes - Benz,C,C 180 Avantgarde,1625000
Renault,Clio,1.5 dCi Joy,615000
Citroen,C4,1.2 PureTech Confort,775000
Fiat,Egea,1.4 Fire Urban,635000
Hyundai,i20,1.4 MPI Elite,745000
Seat,Ibiza,1.2 TSI Style,640000
Hyundai,i20,1.2 MPI Jump,620000
Fiat,Linea,1.3 Multijet Pop,590000
Volvo,V40,1.6 D R-Design,1094000
Toyota,Auris,1.33 Life,740000
Mercedes - Benz,E,180 Elite,2175000
Volkswagen,Polo,1.2 TSi Comfortline,720000
Toyota,Corolla,1.4 D-4D Advance,869000
Hyundai,Accent Blue,1.4 D-CVVT Mode Plus,799000
Fiat,500 Ailesi,500L 1.3 Mjet PopStar,715000
Volkswagen,Jetta,1.4 TSi BlueMotion Highline,1210000
Opel,Astra,1.4 T Sport,863000
Renault,Clio,1.2 Turbo Icon,775000
Renault,Clio,1.2 Icon,570000
Toyota,Auris,1.6 Active,875000
Dacia,Sandero,1.5 dCi Stepway,620000
Nissan,Micra,1.2 Match,630000
Ford,C-Max,1.6 Trend,790000
Kia,Rio,1.25 CVVT Comfort,590000
Honda,Civic,1.6 i-VTEC ECO Elegance,965000
Volkswagen,Jetta,1.6 TDi Trendline,835000
Opel,Corsa,1.2 Twinport Essentia,650000
Volkswagen,Polo,1.4 TDi Comfortline,770000
Renault,Clio,1.2 Turbo Icon,775000
Ford,C-Max,1.6 TDCi Titanium,930000
Volkswagen,Golf,1.2 TSi Comfortline,885000
Honda,Civic,1.6 i-VTEC Eco Executive,1000000
Renault,Clio,1.2 Turbo Icon,650000
Fiat,Linea,1.4 Fire Pop,528000
Volkswagen,Jetta,1.2 TSi BlueMotion Comfortline,900000
Seat,Leon,1.2 TSI Style,716500
Volkswagen,Jetta,1.2 TSi Comfortline,1000000
Volkswagen,VW CC,1.4 TSi,1160000
Peugeot,301,1.6 VTi Allure,750000
BMW,3 Serisi,320i ED Sport Line,1555000
Peugeot,208,1.2 PureTech Access,666600
Toyota,Corolla,1.33 Life,740000
Toyota,Auris,1.33 Life,750000
Ford,Fiesta,1.5 TDCi Trend,720000
Renault,Megane,1.5 dCi Touch Plus,730000
Opel,Insignia,1.6 CDTI Edition Elegance,950000
Toyota,Corolla,1.33 Life,765000
Honda,Civic,1.6 i-VTEC Eco Executive,805000
Ford,Fiesta,1.4 Titanium,650000
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,1120000
Opel,Corsa,1.2 Essentia,589000
Renault,Clio,1.2 Joy,515000
Mercedes - Benz,C,C 200 BlueTEC AMG,1750000
Opel,Insignia,1.6 CDTI Business,910000
Ford,Fiesta,1.5 TDCi Titanium X,740000
Seat,Leon,1.6 TDI Style,1185000
Opel,Corsa,1.4 Color Edition,805000
Honda,Civic,1.6 i-VTEC ECO Elegance,988000
Opel,Corsa,1.4 Essentia,715000
Opel,Corsa,1.4 Enjoy,715000
Volkswagen,Polo,1.0 Trendline,500000
Opel,Astra,1.6 Business,690000
Opel,Insignia,1.6 CDTI Edition Elegance,1050000
Volkswagen,Jetta,1.4 TSi BlueMotion Comfortline,1025000
Skoda,Fabia,1.0 GreenTec Ambition,585000
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,1155000
Skoda,Octavia,1.6 TDI Optimal,880000
Ford,Fiesta,1.25 Trend X,615000
Renault,Clio,1.2 Joy,710000
Renault,Clio,1.2 Joy,565000
BMW,3 Serisi,320i ED Sport Line,1550000
Hyundai,i20,1.4 MPI Elite Smart,835000
Renault,Clio,1.5 dCi Icon,760000
Toyota,Corolla,1.6 Advance,799999
Opel,Astra,1.3 CDTI Edition Plus,775000
Peugeot,308,1.6 BlueHdi Active,820000
Toyota,Auris,1.6 Advance Skypack,940000
Maserati,Quattroporte,3.0,7650000
Toyota,Corolla,1.33 Life,710000
Volkswagen,Polo,1.2 TSi Comfortline,775000
Seat,Ibiza,1.0 EcoTSI Style,760000
Volkswagen,Golf,1.2 TSi Comfortline,795000
Renault,Megane,1.6 Touch Plus,760000
BMW,5 Serisi,525d xDrive Premium,2250000
Toyota,Corolla,1.6 Advance,825000
Opel,Astra,1.6 CDTI Dynamic,935000
Seat,Ibiza,1.4 Style,650000
Volkswagen,Golf,1.2 TSi Comfortline,845000
Volkswagen,Golf,1.2 TSi Comfortline,955000
Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,1280000
Fiat,Linea,1.4 Fire Pop,545000
Ford,Fiesta,1.25 Trend X,650000
Ford,Focus,1.6 Ti-VCT Style,838000
Seat,Ibiza,1.4 Reference,580000
Opel,Astra,1.6 Edition,700000
Toyota,Corolla,1.6 Advance,975000
Audi,A3,A3 Sportback 1.6 TDI Attraction,1185000
Opel,Astra,1.4 T Cosmo,795000
Ford,Focus,1.5 TDCi Trend X,890000
Volkswagen,Passat,1.4 TSi BlueMotion Trendline,1220000
Skoda,Octavia,1.6 TDI Elegance CR,1129000
Nissan,Micra,1.2 Match,700000
Ford,Fiesta,1.25 Trend X,635000
Dacia,Sandero,1.5 dCi Stepway,550000
Citroen,C-Elysee,1.2 VTi Attraction,550000
Toyota,Corolla,1.33 Life,705000
Honda,Civic,1.6 i-VTEC ECO Elegance,960000
Nissan,Micra,1.2 Match,545000
Volkswagen,Golf,1.2 TSi Comfortline,890000
Citroen,C-Elysee,1.6 HDi Exclusive,710000
BMW,5 Serisi,520i Premium,1765000
Seat,Ibiza,1.2 TSI Reference,545000
BMW,1 Serisi,116d Joy,1050000
Toyota,Corolla,1.33 Life,820000
Fiat,Linea,1.3 Multijet Lounge,640000
Volkswagen,Golf,1.2 TSi Comfortline,699999
Audi,A3,A3 Sedan 1.6 TDI Ambition,1110000
Skoda,Octavia,1.6 TDI Style CR,1035000
Ford,Focus,1.6 TDCi Trend X,845000
Volkswagen,Golf,1.2 TSi Comfortline,938000
Renault,Symbol,1.5 dCi Touch,650000
Renault,Clio,1.2 Joy,575000
Opel,Astra,1.6 Edition,665500
Opel,Astra,1.6 Edition,710000
Toyota,Yaris,1.33 Fun Special,720000
Toyota,Corolla,1.4 D-4D Advance,1100000
Toyota,Auris,1.33 Life,704000
BMW,1 Serisi,118i One Edition,1080000
Ford,Focus,1.5 TDCi Titanium,1020000
Toyota,Corolla,1.4 D-4D Touch,790000
Toyota,Corolla,1.4 D-4D Advance,878500
Nissan,Micra,1.2 Match,654000
Opel,Corsa,1.4 Color Edition,720000
Hyundai,i20,1.2 MPI Elite,723000
Fiat,Linea,1.3 Multijet Lounge,650000
Hyundai,i10,1.0 D-CVVT Style,548500
Seat,Ibiza,1.2 TSI Sport Tourer Style,635000
Seat,Ibiza,1.4 TDI Reference,672000
Toyota,Corolla,1.4 D-4D Advance,848500
Renault,Clio,1.2 Joy,580000
Opel,Corsa,1.2 Essentia,625000
Ford,Fiesta,1.5 TDCi Trend X,675000
Volkswagen,Polo,1.2 TSi Comfortline,745000
Opel,Corsa,1.2 Essentia,580000
Skoda,Octavia,1.6 TDI Style CR,1070000
Fiat,Linea,1.3 Multijet Pop,530000
Volkswagen,Polo,1.2 TSi Lounge,750000
Seat,Leon,1.6 TDI CR Style,1050000
Fiat,Punto,1.4 Lounge S&S,595000
BMW,1 Serisi,116i Joy Edition,985000
Ford,Focus,1.6 Ti-VCT Titanium,865000
Opel,Astra,1.4 T Sport,854500
Hyundai,i20,1.2 MPI Style,654999
Audi,A3,A3 Sedan 1.6 TDI Ambiente,1000000
Seat,Leon,1.4 TSI FR,910000
Renault,Clio,1.2 Turbo Icon,790000
Citroen,C-Elysee,1.6 HDi Exclusive,630000
Hyundai,i20,1.4 MPI Style,740000
Volkswagen,Passat,1.4 TSi BlueMotion Trendline,1085000
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,1210000
Volkswagen,Golf,1.2 TSi Comfortline,910000
Volkswagen,Golf,1.2 TSi Midline Plus,825000
BMW,1 Serisi,118i Joy,1100000
Opel,Corsa,1.2 Essentia,550000
Peugeot,308,1.6 BlueHdi Active,910000
Volkswagen,Golf,1.2 TSi Midline Plus,935000
Opel,Corsa,1.4 Enjoy,750000
Volkswagen,Golf,1.2 TSi Comfortline,980000
Audi,A3,A3 Sportback 1.2 TFSI Ambiente,1000000
Volkswagen,Polo,1.2 TSi Lounge,740000
Seat,Ibiza,1.4 Reference,660000
Nissan,Micra,1.2 Match,710000
BMW,1 Serisi,116i Joy Edition,1030000
Opel,Astra,1.4 T Sport,830000
Opel,Astra,1.6 Edition,700000
Citroen,C4,1.6 BlueHDi Confort,730000
Renault,Clio,1.5 dCi SportTourer Joy,750000
Fiat,Panda,0.9 TwinAir S&S,585000
Dacia,Sandero,1.5 dCi Stepway,655000
Opel,Astra,1.3 CDTI Edition Plus,735000
Volkswagen,Jetta,1.4 TSi BlueMotion Comfortline,1300000
Volkswagen,Polo,1.4 TDi Comfortline,800000
Hyundai,i30,1.6 CRDi Elite,950000
Hyundai,i20,1.2 MPI Style,600000
Ford,Fiesta,1.25 Trend X,550000
Toyota,Corolla,1.33 Life,750000
Opel,Astra,1.6 Edition,690000
Volkswagen,Polo,1.0 Trendline,670000
BMW,3 Serisi,320d xDrive Standart,1650000
Opel,Corsa,1.4 Essentia,705000
Renault,Latitude,1.5 dCi Executive,900000
Opel,Astra,1.6 CDTI Dynamic,905000
Seat,Leon,1.2 TSI Style,815000
Fiat,Linea,1.4 Fire Pop,650000
Toyota,Corolla,1.6 Touch,930000
Toyota,Corolla,1.4 D-4D Advance,870000
Renault,Clio,1.2 Joy,570000
Hyundai,Accent Blue,1.6 CRDI Mode,740000
Ford,Focus,1.5 TDCi Trend X,910000
Opel,Corsa,1.4 Enjoy,760000
Ford,Fiesta,1.25 Trend X,610000
Ford,Focus,1.6 Ti-VCT Trend X,915000
Volkswagen,Polo,1.2 TSi Lounge,720000
Hyundai,i10,1.0 D-CVVT Style,525000
Fiat,Egea,1.6 Multijet Urban,720000
Ford,Mondeo,1.5 Titanium,1000000
Renault,Clio,1.2 Joy,615000
Fiat,Linea,1.3 Multijet Easy,648000
Mercedes - Benz,CLA,180 CDI Style,1320000
Hyundai,i20,1.2 MPI Style,649000
BMW,3 Serisi,320i ED Luxury Line,1660000
Hyundai,i20,1.2 MPI Style,659000
Mercedes - Benz,C,C 180 Fascination,1630000
Renault,Fluence,1.5 dCi Touch,610000
Seat,Ibiza,1.4 Reference,450000
Mercedes - Benz,CLA,180 CDI AMG,1500000
Volkswagen,Polo,1.2 TSi Comfortline,695000
Volkswagen,Jetta,1.4 TSi Comfortline,815000
Dacia,Sandero,1.5 dCi Stepway,665000
Toyota,Corolla,1.33 Life,735000
Volkswagen,Golf,1.4 TSi Comfortline,900000
Volkswagen,Golf,1.2 TSi Comfortline,980000
Toyota,Corolla,1.4 D-4D Advance,830000
Ford,Mondeo,1.6 TDCi Titanium,1280000
Seat,Leon,1.2 TSI Style,890000
Ford,C-Max,1.6 Trend,820000
Opel,Corsa,1.2 Essentia,499000
Fiat,Egea,1.6 Multijet Lounge,699500
Renault,Symbol,1.5 dCi Joy,625000
BMW,4 Serisi,418i Gran Coupe M Sport,1580000
Opel,Astra,1.6 Edition,615000
Volkswagen,Polo,1.4 TDi Comfortline,695000
Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,875000
Fiat,Linea,1.3 Multijet Pop,568000
Renault,Symbol,1.2 Joy,550000
Volkswagen,Golf,1.4 TSi Highline,1170000
Opel,Astra,1.6 Edition,670000
Hyundai,i30,1.6 GDi Style,719009
Volkswagen,Polo,1.4 TDi Comfortline,730000
Skoda,Rapid,1.6 TDI Spaceback Elegance,870000
Renault,Clio,1.2 Turbo Icon,815000
Toyota,Yaris,1.33 Cool Skypack,785000
Mercedes - Benz,E,180 Elite,2000000
Skoda,SuperB,1.4 TSI Style,1010000
Seat,Leon,1.2 TSI Style,878000
Citroen,C4 Grand Picasso,1.6 e-HDi Intensive,1075000
Opel,Corsa,1.2 Essentia,615000
Renault,Fluence,1.5 dCi Touch,730000
Ford,Mondeo,1.6 TDCi Style,965000
Peugeot,208,1.2 PureTech Active,715000
Opel,Insignia,1.6 CDTI Cosmo,1045000
BMW,5 Serisi,520i Premium,1419000
Mercedes - Benz,C,C 200 d BlueTEC AMG,1750000
Volkswagen,Jetta,1.4 TSi BlueMotion Comfortline,885000
BMW,3 Serisi,320i ED Sport Line,1410000
Toyota,Yaris,1.33 Cool Skypack,745000
Mercedes - Benz,B,B 180 BlueEFFICIENCY Urban,1350000
Fiat,Egea,1.6 Multijet Lounge,740000
Hyundai,i20,1.4 MPI Elite,780000
Seat,Leon,1.2 TSI Style,750000
Hyundai,i20,1.4 CRDi Style,750000
Opel,Corsa,1.4 Color Edition,775000
Seat,Ibiza,1.4 Reference,590000
Audi,A3,A3 Sportback 1.6 TDI Ambiente,1350000
Seat,Leon,1.6 TDI Style,830000
Hyundai,i20,1.4 MPI Jump,705000
Opel,Astra,1.4 T Sport,850000
Hyundai,Elantra,1.6 CRDi Style,901000
Mercedes - Benz,E,180 Elite,2150000
BMW,3 Serisi,320i ED Sport Plus,1450000
Opel,Astra,1.4 T Sport,750000
Renault,Clio,1.2 Icon,615000
Ford,Fiesta,1.5 TDCi Titanium,630000
Volkswagen,Jetta,1.2 TSi Comfortline,790000
Fiat,500 Ailesi,500L 1.3 Mjet RockStar,750000
Volkswagen,Polo,1.2 TSi Comfortline,790000
Toyota,Corolla,1.33 Life,775000
Hyundai,i20,1.2 MPI Style,720000
Nissan,Micra,1.2 Match,685000
Volkswagen,Polo,1.4 TDi Trendline,680000
Volkswagen,Passat,1.4 TSi BlueMotion Trendline,1105000
Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,950000
Volkswagen,Polo,1.2 TSi Comfortline,770000
Citroen,C3,1.2 VTi Cool,649000
Ford,Fiesta,1.25 Trend X,650000
Renault,Clio,1.2 Joy,600000
Hyundai,i20,1.4 MPI Style,780000
Toyota,Auris,1.6 Advance Skypack,1005000
Volkswagen,Golf,1.2 TSi Comfortline,925000
Opel,Astra,1.3 CDTI Edition Plus,695000
Hyundai,i20,1.4 MPI Style,770000
BMW,5 Serisi,520i Comfort,1900000
Skoda,Fabia,1.2 TSI Ambition,550000
Toyota,Corolla,1.33 Life,750000
Opel,Astra,1.6 CDTI Enjoy,750000
BMW,3 Serisi,320i ED Luxury M Plus,1295000
Mercedes - Benz,CLA,180 CDI AMG,1345000
Volkswagen,Golf,1.2 TSi Comfortline,810000
Opel,Astra,1.6 Edition,634000
Hyundai,i30,1.6 CRDi Elite,720000
Toyota,Corolla,1.6 Touch,677000
Toyota,Corolla,1.33 Life,680000
Renault,Fluence,1.5 dCi Touch,750000
Volkswagen,Jetta,1.4 TSi Comfortline,970000
Opel,Corsa,1.4 Enjoy,695000
